sno,personId,MaxEducation,PrimaryOccupation,Stage,AnnualIncome,leadquality 
1110,0035w0000356owsAAA,Doctorate,Salaried,follow-up,44000,Best
1111,0035w0000356oxvAAA,Undergraduate,Salaried,Negotiation/Review,59000,Poor
1112,0035w0000356otyAAA,Undergraduate,Salaried,Closed Lost,80000,Best
1113,0035w0000356ov5AAA,Postgraduate,Salaried,Closed Lost,59000,Poor
1114,0035w0000356p1OAAQ,Undergraduate,Salaried,Proposal/Price Quote,85000,Best
1115,0035w0000356ox6AAA,Undergraduate,Salaried,Closed Lost,83000,Poor
1116,0035w0000356oumAAA,Elementary school,Self employed,follow-up,35000,Average
1117,0035w0000356oycAAA,Doctorate,Salaried,Negotiation/Review,76000,Poor
1118,0035w0000356oygAAA,Doctorate,Salaried,Closed Lost,74000,Average
1119,0035w0000356ouMAAQ,Undergraduate,Salaried,follow-up,62000,Average
1120,0035w0000356owtAAA,Undergraduate,Salaried,Closed Lost,58000,Best
1121,0035w0000356p0FAAQ,Secondary school,Self employed,Closed Lost,8000,Best
1122,0035w0000356oynAAA,Doctorate,Salaried,Prospecting,58000,Best
1123,0035w0000356otvAAA,Secondary school,Self employed,follow-up,17000,Average
1124,0035w0000356oxyAAA,Elementary school,Self employed,follow-up,3000,Best
1125,0035w0000356ovBAAQ,Doctorate,Salaried,Proposal/Price Quote,40000,Poor
1126,0035w0000356oytAAA,Elementary school,Self employed,Negotiation/Review,60000,Average
1127,0035w0000356p12AAA,Doctorate,Salaried,Closed Lost,42000,Average
1128,0035w0000356ov7AAA,Doctorate,Salaried,Proposal/Price Quote,43000,Poor
1129,0035w0000356oxuAAA,Undergraduate,Salaried,Closed Lost,80000,Average
1130,0035w0000356nAoAAI,Doctorate,Salaried,follow-up,10000,Best
1131,0035w0000356ozrAAA,Postgraduate,Business,Closed Lost,73000,Best
1132,0035w0000356owKAAQ,Undergraduate,Salaried,follow-up,85000,Best
1133,0035w0000356oyLAAQ,Postgraduate,Business,Proposal/Price Quote,67000,Best
1134,0035w0000356p16AAA,Postgraduate,Salaried,Closed Lost,51000,Best
1135,0035w0000356oyFAAQ,Postgraduate,Business,Closed Lost,90000,Best
1136,0035w0000356p14AAA,Undergraduate,Salaried,follow-up,84000,Poor
1137,0035w0000356ozeAAA,Undergraduate,Salaried,follow-up,40000,Average
1138,0035w0000356oyOAAQ,Secondary school,Self employed,follow-up,30000,Poor
1139,0035w0000356ox4AAA,Undergraduate,Salaried,follow-up,57000,Average
1140,0035w0000356ou8AAA,Undergraduate,Salaried,follow-up,46000,Best
1141,0035w0000356p0uAAA,Elementary school,Self employed,Closed Won,20000,Average
1142,0035w0000356p11AAA,Postgraduate,Business,follow-up,91000,Poor
1143,0035w0000356oxYAAQ,Undergraduate,Salaried,Negotiation/Review,81000,Best
1144,0035w0000356p06AAA,Doctorate,Salaried,follow-up,95000,Average
1145,0035w0000356ou0AAA,Undergraduate,Salaried,follow-up,67000,Average
1146,0035w0000356oteAAA,Postgraduate,Salaried,Prospecting,77000,Average
1147,0035w0000356oxtAAA,Undergraduate,Salaried,follow-up,66000,Average
1148,0035w0000356p1JAAQ,Doctorate,Salaried,Proposal/Price Quote,65000,Best
1149,0035w0000356ouYAAQ,Undergraduate,Salaried,follow-up,88000,Poor
1150,0035w0000356ov0AAA,Undergraduate,Salaried,Prospecting,51000,Poor
1151,0035w0000356ov0AAA,Undergraduate,Salaried,Prospecting,51000,Poor
1152,0035w0000356owgAAA,Undergraduate,Salaried,Closed Lost,48000,Average
1153,0035w0000356oumAAA,Elementary school,Self employed,follow-up,35000,Average
1154,0035w0000356oyvAAA,Doctorate,Salaried,follow-up,56000,Poor
1155,0035w0000356otbAAA,Doctorate,Salaried,follow-up,43000,Poor
1156,0035w0000356p1MAAQ,Postgraduate,Business,follow-up,69000,Average
1157,0035w0000356oxdAAA,Undergraduate,Salaried,follow-up,69000,Average
1158,0035w0000356ozpAAA,Undergraduate,Salaried,Prospecting,42000,Average
1159,0035w0000356ovBAAQ,Doctorate,Salaried,Proposal/Price Quote,40000,Poor
1160,0035w0000356oxBAAQ,Postgraduate,Business,follow-up,69000,Poor
1161,0035w0000356ozLAAQ,Undergraduate,Salaried,follow-up,81000,Average
1162,0035w0000356oyjAAA,Postgraduate,Salaried,Negotiation/Review,85000,Poor
1163,0035w0000356ovzAAA,Postgraduate,Business,follow-up,62000,Average
1164,0035w0000356ovmAAA,Postgraduate,Business,follow-up,74000,Average
1165,0035w0000356ozgAAA,Undergraduate,Salaried,Closed Lost,73000,Poor
1166,0035w0000356oyTAAQ,Elementary school,Unemployed,Proposal/Price Quote,1000,Poor
1167,0035w0000356p0MAAQ,Doctorate,Salaried,Closed Lost,80000,Poor
1168,0035w0000356p1MAAQ,Postgraduate,Business,follow-up,69000,Average
1169,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
1170,0035w0000356owQAAQ,Postgraduate,Salaried,follow-up,63000,Average
1171,0035w0000356ow6AAA,Elementary school,Self employed,follow-up,6000,Poor
1172,0035w0000356otYAAQ,Elementary school,Self employed,Negotiation/Review,22000,Average
1173,0035w0000356ovdAAA,Secondary school,Self employed,follow-up,31000,Average
1174,0035w0000356ovwAAA,Secondary school,Self employed,Closed Lost,33000,Best
1175,0035w0000356owqAAA,Undergraduate,Salaried,follow-up,83000,Average
1176,0035w0000356oxjAAA,Doctorate,Salaried,Closed Lost,85000,Best
1177,0035w0000356p05AAA,Undergraduate,Salaried,follow-up,45000,Poor
1178,0035w0000356ox7AAA,Undergraduate,Salaried,Closed Lost,44000,Poor
1179,0035w0000356ovgAAA,Postgraduate,Business,follow-up,74000,Average
1180,0035w0000356oxgAAA,Postgraduate,Business,follow-up,65000,Average
1181,0035w0000356ow6AAA,Elementary school,Self employed,follow-up,6000,Poor
1182,0035w0000356ovNAAQ,Undergraduate,Salaried,Proposal/Price Quote,88000,Best
1183,0035w0000356ourAAA,Secondary school,Self employed,Closed Lost,24000,Best
1184,0035w0000356owWAAQ,Postgraduate,Business,follow-up,96000,Poor
1185,0035w0000356oxrAAA,Undergraduate,Salaried,follow-up,81000,Average
1186,0035w0000356ougAAA,Doctorate,Salaried,Proposal/Price Quote,80000,Best
1187,0035w0000356ozkAAA,Postgraduate,Business,follow-up,81000,Poor
1188,0035w0000356ozTAAQ,Elementary school,Self employed,follow-up,10000,Poor
1189,0035w0000356ovXAAQ,Undergraduate,Salaried,Closed Lost,72000,Best
1190,0035w0000356oz9AAA,Undergraduate,Salaried,Proposal/Price Quote,62000,Average
1191,0035w0000356ovQAAQ,Doctorate,Salaried,follow-up,66000,Average
1192,0035w0000356oxbAAA,Postgraduate,Business,Closed Lost,70000,Average
1193,0035w0000356ov1AAA,Postgraduate,Salaried,Closed Lost,45000,Poor
1194,0035w0000356p13AAA,Doctorate,Salaried,follow-up,41000,Poor
1195,0035w0000356ox3AAA,Postgraduate,Business,Prospecting,71000,Best
1196,0035w0000356oxoAAA,Doctorate,Salaried,Proposal/Price Quote,10000,Best
1197,0035w0000356ozcAAA,Undergraduate,Salaried,follow-up,77000,Poor
1198,0035w0000356oy0AAA,Doctorate,Salaried,Negotiation/Review,40000,Average
1199,0035w0000356otbAAA,Doctorate,Salaried,follow-up,43000,Poor
1200,0035w0000356p1AAAQ,Doctorate,Salaried,follow-up,85000,Best
1201,0035w0000356oxXAAQ,Postgraduate,Business,follow-up,79000,Poor
1202,0035w0000356oxjAAA,Doctorate,Salaried,Closed Lost,85000,Best
1203,0035w0000356oy2AAA,Doctorate,Salaried,Prospecting,68000,Poor
1204,0035w0000356p0EAAQ,Undergraduate,Salaried,Proposal/Price Quote,78000,Poor
1205,0035w0000356p0bAAA,Postgraduate,Salaried,Closed Lost,89000,Poor
1206,0035w0000356ou4AAA,Undergraduate,Salaried,follow-up,52000,Best
1207,0035w0000356ouaAAA,Secondary school,Self employed,Proposal/Price Quote,14000,Average
1208,0035w0000356p1FAAQ,Doctorate,Salaried,Closed Lost,50000,Poor
1209,0035w0000356oxeAAA,Secondary school,Self employed,follow-up,33000,Poor
1210,0035w0000356p1HAAQ,Doctorate,Salaried,Closed Lost,78000,Poor
1211,0035w0000356ow9AAA,Undergraduate,Salaried,follow-up,40000,Best
1212,0035w0000356owDAAQ,Doctorate,Salaried,follow-up,85000,Poor
1213,0035w0000356owsAAA,Doctorate,Salaried,follow-up,44000,Best
1214,0035w0000356ozmAAA,Undergraduate,Salaried,Prospecting,47000,Poor
1215,0035w0000356oucAAA,Undergraduate,Salaried,Closed Lost,60000,Average
1216,0035w0000356nAtAAI,Postgraduate,Business,Closed Lost,66000,Average
1217,0035w0000356otuAAA,Undergraduate,Salaried,Closed Lost,54000,Average
1218,0035w0000356nAsAAI,Doctorate,Salaried,follow-up,48000,Poor
1219,0035w0000356ozYAAQ,Postgraduate,Salaried,Proposal/Price Quote,89000,Best
1220,0035w0000356ouLAAQ,Postgraduate,Business,follow-up,76000,Best
1221,0035w0000356ovwAAA,Secondary school,Self employed,Closed Lost,33000,Best
1222,0035w0000356ozMAAQ,Undergraduate,Salaried,follow-up,56000,Poor
1223,0035w0000356p15AAA,Postgraduate,Business,follow-up,76000,Best
1224,0035w0000356ov2AAA,Doctorate,Salaried,follow-up,72000,Poor
1225,0035w0000356oz4AAA,Postgraduate,Business,Closed Lost,62000,Best
1226,0035w0000356p0QAAQ,Undergraduate,Salaried,follow-up,45000,Poor
1227,0035w0000356otrAAA,Postgraduate,Salaried,Proposal/Price Quote,61000,Best
1228,0035w0000356ov3AAA,Postgraduate,Business,follow-up,84000,Average
1229,0035w0000356oxkAAA,Secondary school,Self employed,Negotiation/Review,16000,Average
1230,0035w0000356ouJAAQ,Secondary school,Self employed,Negotiation/Review,12000,Poor
1231,0035w0000356otyAAA,Undergraduate,Salaried,Closed Lost,80000,Best
1232,0035w0000356ow4AAA,Postgraduate,Salaried,Closed Lost,57000,Average
1233,0035w0000356ow1AAA,Undergraduate,Salaried,Proposal/Price Quote,83000,Average
1234,0035w0000356oyNAAQ,Undergraduate,Salaried,follow-up,68000,Average
1235,0035w0000356otYAAQ,Elementary school,Self employed,Negotiation/Review,22000,Average
1236,0035w0000356ozgAAA,Undergraduate,Salaried,Closed Lost,73000,Poor
1237,0035w0000356p18AAA,Undergraduate,Salaried,follow-up,49000,Average
1238,0035w0000356ozdAAA,Postgraduate,Business,follow-up,79000,Average
1239,0035w0000356oyxAAA,Secondary school,Self employed,Closed Lost,24000,Average
1240,0035w0000356ouqAAA,Secondary school,Self employed,Closed Lost,6000,Best
1241,0035w0000356ouNAAQ,Postgraduate,Business,follow-up,85000,Best
1242,0035w0000356otfAAA,Doctorate,Salaried,Closed Lost,83000,Average
1243,0035w0000356p18AAA,Undergraduate,Salaried,follow-up,49000,Average
1244,0035w0000356oz9AAA,Undergraduate,Salaried,Proposal/Price Quote,62000,Average
1245,0035w0000356p0qAAA,Undergraduate,Salaried,follow-up,84000,Poor
1246,0035w0000356owmAAA,Elementary school,Unemployed,follow-up,1000,Poor
1247,0035w0000356owkAAA,Doctorate,Salaried,follow-up,77000,Best
1248,0035w0000356oyxAAA,Secondary school,Self employed,Closed Lost,24000,Average
1249,0035w0000356ozqAAA,Secondary school,Self employed,Proposal/Price Quote,1000,Poor
1250,0035w0000356ovvAAA,Undergraduate,Salaried,Closed Lost,88000,Best
1251,0035w0000356oxiAAA,Undergraduate,Salaried,follow-up,60000,Poor
1252,0035w0000356ozJAAQ,Secondary school,Self employed,Negotiation/Review,34000,Best
1253,0035w0000356p1NAAQ,Postgraduate,Salaried,follow-up,50000,Poor
1254,0035w0000356ovtAAA,Secondary school,Unemployed,Closed Won,1000,Poor
1255,0035w0000356ow5AAA,Secondary school,Self employed,Closed Lost,31000,Poor
1256,0035w0000356ouTAAQ,Postgraduate,Business,Closed Lost,88000,Poor
1257,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
1258,0035w0000356p16AAA,Postgraduate,Salaried,Closed Lost,51000,Best
1259,0035w0000356ovvAAA,Undergraduate,Salaried,Closed Lost,88000,Best
1260,0035w0000356ozSAAQ,Undergraduate,Salaried,follow-up,85000,Average
1261,0035w0000356oyBAAQ,Undergraduate,Salaried,follow-up,49000,Poor
1262,0035w0000356oyRAAQ,Postgraduate,Business,follow-up,89000,Best
1263,0035w0000356p04AAA,Postgraduate,Salaried,follow-up,30000,Best
1264,0035w0000356ovqAAA,Undergraduate,Salaried,Closed Lost,84000,Poor
1265,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
1266,0035w0000356oukAAA,Postgraduate,Business,Proposal/Price Quote,83000,Average
1267,0035w0000356ow8AAA,Undergraduate,Salaried,Negotiation/Review,52000,Average
1268,0035w0000356p0JAAQ,Postgraduate,Business,follow-up,84000,Best
1269,0035w0000356nArAAI,Secondary school,Unemployed,Prospecting,3000,Best
1270,0035w0000356owpAAA,Undergraduate,Salaried,Closed Lost,88000,Poor
1271,0035w0000356ovvAAA,Undergraduate,Salaried,Closed Lost,88000,Best
1272,0035w0000356p0nAAA,Undergraduate,Salaried,follow-up,71000,Average
1273,0035w0000356p18AAA,Undergraduate,Salaried,follow-up,49000,Average
1274,0035w0000356oxqAAA,Doctorate,Salaried,Prospecting,72000,Poor
1275,0035w0000356oxJAAQ,Undergraduate,Salaried,Closed Lost,40000,Best
1276,0035w0000356ouhAAA,Secondary school,Unemployed,Proposal/Price Quote,1000,Average
1277,0035w0000356ouHAAQ,Undergraduate,Self employed,follow-up,90000,Poor
1278,0035w0000356p0GAAQ,Undergraduate,Salaried,follow-up,79000,Average
1279,0035w0000356ovKAAQ,Postgraduate,Business,Closed Lost,75000,Best
1280,0035w0000356p14AAA,Undergraduate,Salaried,follow-up,84000,Poor
1281,0035w0000356oz9AAA,Undergraduate,Salaried,Proposal/Price Quote,62000,Average
1282,0035w0000356oxkAAA,Secondary school,Self employed,Negotiation/Review,16000,Average
1283,0035w0000356ouxAAA,Undergraduate,Salaried,follow-up,45000,Poor
1284,0035w0000356ovCAAQ,Secondary school,Self employed,Closed Lost,30000,Best
1285,0035w0000356nArAAI,Secondary school,Unemployed,Prospecting,3000,Best
1286,0035w0000356oykAAA,Undergraduate,Salaried,follow-up,51000,Best
1287,0035w0000356owXAAQ,Doctorate,Salaried,follow-up,81000,Poor
1288,0035w0000356p0IAAQ,Elementary school,Self employed,Closed Lost,14000,Average
1289,0035w0000356owjAAA,Elementary school,Unemployed,Negotiation/Review,1000,Best
1290,0035w0000356oteAAA,Postgraduate,Salaried,Prospecting,77000,Average
1291,0035w0000356ow3AAA,Secondary school,Self employed,follow-up,11000,Average
1292,0035w0000356ovlAAA,Postgraduate,Business,follow-up,81000,Poor
1293,0035w0000356owVAAQ,Undergraduate,Salaried,Closed Lost,52000,Best
1294,0035w0000356ouFAAQ,Secondary school,Self employed,follow-up,32000,Best
1295,0035w0000356oyTAAQ,Elementary school,Unemployed,Proposal/Price Quote,1000,Poor
1296,0035w0000356owwAAA,Doctorate,Salaried,Proposal/Price Quote,74000,Average
1297,0035w0000356oukAAA,Postgraduate,Business,Proposal/Price Quote,83000,Average
1298,0035w0000356oy9AAA,Undergraduate,Salaried,Prospecting,68000,Poor
1299,0035w0000356ozZAAQ,Postgraduate,Business,Prospecting,83000,Best
1300,0035w0000356oy4AAA,Undergraduate,Salaried,Proposal/Price Quote,61000,Average
1301,0035w0000356p0CAAQ,Secondary school,Self employed,follow-up,7000,Poor
1302,0035w0000356ovbAAA,Postgraduate,Business,Prospecting,80000,Poor
1303,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
1304,0035w0000356nAsAAI,Doctorate,Salaried,follow-up,48000,Poor
1305,0035w0000356owqAAA,Undergraduate,Salaried,follow-up,83000,Average
1306,0035w0000356oyGAAQ,Undergraduate,Salaried,follow-up,86000,Average
1307,0035w0000356p0RAAQ,Doctorate,Salaried,Closed Lost,56000,Best
1308,0035w0000356oylAAA,Postgraduate,Business,follow-up,75000,Best
1309,0035w0000356oyyAAA,Secondary school,Self employed,Proposal/Price Quote,32000,Average
1310,0035w0000356oydAAA,Secondary school,Self employed,follow-up,33000,Poor
1311,0035w0000356p0RAAQ,Doctorate,Salaried,Closed Lost,56000,Best
1312,0035w0000356ovQAAQ,Doctorate,Salaried,follow-up,66000,Average
1313,0035w0000356owhAAA,Undergraduate,Salaried,follow-up,41000,Average
1314,0035w0000356ovrAAA,Secondary school,Salaried,Proposal/Price Quote,70000,Best
1315,0035w0000356oxsAAA,Postgraduate,Business,Closed Lost,90000,Poor
1316,0035w0000356p17AAA,Postgraduate,Salaried,follow-up,71000,Poor
1317,0035w0000356otyAAA,Undergraduate,Salaried,Closed Lost,80000,Best
1318,0035w0000356ovsAAA,Postgraduate,Business,Closed Lost,69000,Poor
1319,0035w0000356ozqAAA,Secondary school,Self employed,Proposal/Price Quote,1000,Poor
1320,0035w0000356p11AAA,Postgraduate,Business,follow-up,91000,Poor
1321,0035w0000356p0oAAA,Undergraduate,Salaried,follow-up,65000,Average
1322,0035w0000356oweAAA,Postgraduate,Business,Closed Lost,98000,Best
1323,0035w0000356ouhAAA,Secondary school,Unemployed,Proposal/Price Quote,1000,Average
1324,0035w0000356p0kAAA,Doctorate,Salaried,follow-up,88000,Best
1325,0035w0000356oxtAAA,Undergraduate,Salaried,follow-up,66000,Average
1326,0035w0000356ow2AAA,Undergraduate,Salaried,Closed Lost,58000,Average
1327,0035w0000356ou0AAA,Undergraduate,Salaried,follow-up,67000,Average
1328,0035w0000356oudAAA,Postgraduate,Business,follow-up,92000,Best
1329,0035w0000356ovPAAQ,Undergraduate,Salaried,Closed Lost,85000,Average
1330,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
1331,0035w0000356ouPAAQ,Postgraduate,Business,follow-up,67000,Average
1332,0035w0000356ovVAAQ,Undergraduate,Salaried,Proposal/Price Quote,85000,Average
1333,0035w0000356oyRAAQ,Postgraduate,Business,follow-up,89000,Best
1334,0035w0000356p0kAAA,Doctorate,Salaried,follow-up,88000,Best
1335,0035w0000356ozmAAA,Undergraduate,Salaried,Prospecting,47000,Poor
1336,0035w0000356oywAAA,Doctorate,Salaried,follow-up,44000,Average
1337,0035w0000356owPAAQ,Secondary school,Self employed,follow-up,5000,Best
1338,0035w0000356nAnAAI,Secondary school,Self employed,Closed Lost,25000,Average
1339,0035w0000356outAAA,Elementary school,Self employed,Proposal/Price Quote,9000,Average
1340,0035w0000356oyKAAQ,Doctorate,Salaried,Prospecting,68000,Poor
1341,0035w0000356ozMAAQ,Undergraduate,Salaried,follow-up,56000,Poor
1342,0035w0000356ouNAAQ,Postgraduate,Business,follow-up,85000,Best
1343,0035w0000356oucAAA,Undergraduate,Salaried,Closed Lost,60000,Average
1344,0035w0000356p0BAAQ,Secondary school,Self employed,follow-up,27000,Average
1345,0035w0000356p0hAAA,Postgraduate,Business,follow-up,88000,Best
1346,0035w0000356ov7AAA,Doctorate,Salaried,Proposal/Price Quote,43000,Poor
1347,0035w0000356p0EAAQ,Undergraduate,Salaried,Proposal/Price Quote,78000,Poor
1348,0035w0000356ozzAAA,Secondary school,Salaried,follow-up,10000,Best
1349,0035w0000356oz3AAA,Secondary school,Self employed,Proposal/Price Quote,9000,Poor
1350,0035w0000356ovHAAQ,Postgraduate,Salaried,Closed Lost,85000,Poor
1351,0035w0000356oyKAAQ,Doctorate,Salaried,Prospecting,68000,Poor
1352,0035w0000356ozoAAA,Doctorate,Salaried,Proposal/Price Quote,41000,Average
1353,0035w0000356ozHAAQ,Secondary school,Self employed,follow-up,31000,Average
1354,0035w0000356p0HAAQ,Secondary school,Self employed,Closed Lost,9000,Average
1355,0035w0000356p14AAA,Undergraduate,Salaried,follow-up,84000,Poor
1356,0035w0000356owaAAA,Doctorate,Salaried,follow-up,57000,Best
1357,0035w0000356owpAAA,Undergraduate,Salaried,Closed Lost,88000,Poor
1358,0035w0000356ou9AAA,Postgraduate,Salaried,follow-up,45000,Best
1359,0035w0000356owwAAA,Doctorate,Salaried,Proposal/Price Quote,74000,Average
1360,0035w0000356oxTAAQ,Undergraduate,Salaried,follow-up,65000,Poor
1361,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
1362,0035w0000356oyeAAA,Undergraduate,Salaried,Closed Lost,76000,Average
1363,0035w0000356p0vAAA,Secondary school,Self employed,Closed Lost,26000,Poor
1364,0035w0000356owHAAQ,Elementary school,Self employed,Proposal/Price Quote,1000,Average
1365,0035w0000356ou2AAA,Doctorate,Salaried,Negotiation/Review,54000,Best
1366,0035w0000356oxXAAQ,Postgraduate,Business,follow-up,79000,Poor
1367,0035w0000356oxDAAQ,Secondary school,Unemployed,follow-up,1000,Best
1368,0035w0000356ov4AAA,Doctorate,Salaried,follow-up,60000,Poor
1369,0035w0000356p0SAAQ,Postgraduate,Business,Prospecting,71000,Poor
1370,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
1371,0035w0000356otdAAA,Postgraduate,Salaried,follow-up,60000,Poor
1372,0035w0000356ov3AAA,Postgraduate,Business,follow-up,84000,Average
1373,0035w0000356p07AAA,Elementary school,Self employed,Closed Lost,23000,Poor
1374,0035w0000356oxdAAA,Undergraduate,Salaried,follow-up,69000,Average
1375,0035w0000356p1AAAQ,Doctorate,Salaried,follow-up,85000,Best
1376,0035w0000356p17AAA,Postgraduate,Salaried,follow-up,71000,Poor
1377,0035w0000356p0FAAQ,Secondary school,Self employed,Closed Lost,8000,Best
1378,0035w0000356oyiAAA,Secondary school,Self employed,Proposal/Price Quote,34000,Average
1379,0035w0000356oxyAAA,Elementary school,Self employed,follow-up,3000,Best
1380,0035w0000356ozTAAQ,Elementary school,Self employed,follow-up,10000,Poor
1381,0035w0000356ouOAAQ,Undergraduate,Salaried,follow-up,54000,Poor
1382,0035w0000356oumAAA,Elementary school,Self employed,follow-up,35000,Average
1383,0035w0000356ouMAAQ,Undergraduate,Salaried,follow-up,62000,Average
1384,0035w0000356oxMAAQ,Postgraduate,Business,Closed Lost,84000,Average
1385,0035w0000356ouHAAQ,Undergraduate,Self employed,follow-up,90000,Poor
1386,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
1387,0035w0000356otwAAA,Undergraduate,Salaried,Proposal/Price Quote,42000,Best
1388,0035w0000356oxxAAA,Doctorate,Salaried,follow-up,58000,Average
1389,0035w0000356oyHAAQ,Undergraduate,Salaried,Negotiation/Review,64000,Best
1390,0035w0000356ozAAAQ,Secondary school,Self employed,Negotiation/Review,9000,Best
1391,0035w0000356p08AAA,Undergraduate,Salaried,follow-up,50000,Best
1392,0035w0000356ozWAAQ,Doctorate,Salaried,Closed Lost,83000,Poor
1393,0035w0000356owgAAA,Undergraduate,Salaried,Closed Lost,48000,Average
1394,0035w0000356oynAAA,Doctorate,Salaried,Prospecting,58000,Best
1395,0035w0000356ox4AAA,Undergraduate,Salaried,follow-up,57000,Average
1396,0035w0000356ovvAAA,Undergraduate,Salaried,Closed Lost,88000,Best
1397,0035w0000356nAsAAI,Doctorate,Salaried,follow-up,48000,Poor
1398,0035w0000356oysAAA,Secondary school,Unemployed,follow-up,1000,Average
1399,0035w0000356p1AAAQ,Doctorate,Salaried,follow-up,85000,Best
1400,0035w0000356owPAAQ,Secondary school,Self employed,follow-up,5000,Best
1401,0035w0000356owTAAQ,Doctorate,Salaried,follow-up,57000,Average
1402,0035w0000356owDAAQ,Doctorate,Salaried,follow-up,85000,Poor
1403,0035w0000356owhAAA,Undergraduate,Salaried,follow-up,41000,Average
1404,0035w0000356oueAAA,Doctorate,Salaried,Negotiation/Review,66000,Average
1405,0035w0000356ozHAAQ,Secondary school,Self employed,follow-up,31000,Average
1406,0035w0000356oy5AAA,Undergraduate,Salaried,follow-up,76000,Poor
1407,0035w0000356ozNAAQ,Doctorate,Salaried,follow-up,57000,Best
1408,0035w0000356oxBAAQ,Postgraduate,Business,follow-up,69000,Poor
1409,0035w0000356oz0AAA,Postgraduate,Salaried,Prospecting,74000,Poor
1410,0035w0000356ovRAAQ,Secondary school,Self employed,Closed Lost,30000,Poor
1411,0035w0000356oxcAAA,Postgraduate,Salaried,follow-up,78000,Best
1412,0035w0000356oveAAA,Postgraduate,Salaried,Negotiation/Review,59000,Average
1413,0035w0000356owJAAQ,Doctorate,Salaried,follow-up,74000,Average
1414,0035w0000356ozWAAQ,Doctorate,Salaried,Closed Lost,83000,Poor
1415,0035w0000356ouVAAQ,Postgraduate,Business,Negotiation/Review,92000,Poor
1416,0035w0000356otUAAQ,Undergraduate,Salaried,follow-up,74000,Best
1417,0035w0000356ouGAAQ,Postgraduate,Business,Prospecting,76000,Average
1418,0035w0000356p0VAAQ,Postgraduate,Business,Closed Lost,61000,Best
1419,0035w0000356oz3AAA,Secondary school,Self employed,Proposal/Price Quote,9000,Poor
1420,0035w0000356oz7AAA,Postgraduate,Salaried,Proposal/Price Quote,44000,Poor
1421,0035w0000356ovTAAQ,Elementary school,Unemployed,Closed Lost,1000,Best
1422,0035w0000356oxeAAA,Secondary school,Self employed,follow-up,33000,Poor
1423,0035w0000356oxGAAQ,Doctorate,Salaried,Proposal/Price Quote,69000,Average
1424,0035w0000356owmAAA,Elementary school,Unemployed,follow-up,1000,Poor
1425,0035w0000356owjAAA,Elementary school,Unemployed,Negotiation/Review,1000,Best
1426,0035w0000356p1JAAQ,Doctorate,Salaried,Proposal/Price Quote,65000,Best
1427,0035w0000356ovfAAA,Undergraduate,Salaried,Proposal/Price Quote,51000,Average
1428,0035w0000356outAAA,Elementary school,Self employed,Proposal/Price Quote,9000,Average
1429,0035w0000356ovXAAQ,Undergraduate,Salaried,Closed Lost,72000,Best
1430,0035w0000356ozGAAQ,Undergraduate,Salaried,follow-up,53000,Best
1431,0035w0000356ow2AAA,Undergraduate,Salaried,Closed Lost,58000,Average
1432,0035w0000356oz0AAA,Postgraduate,Salaried,Prospecting,74000,Poor
1433,0035w0000356ox2AAA,Undergraduate,Salaried,follow-up,65000,Best
1434,0035w0000356ovOAAQ,Postgraduate,Business,follow-up,66000,Poor
1435,0035w0000356ov4AAA,Doctorate,Salaried,follow-up,60000,Poor
1436,0035w0000356p01AAA,Undergraduate,Salaried,Closed Lost,51000,Poor
1437,0035w0000356oygAAA,Doctorate,Salaried,Closed Lost,74000,Average
1438,0035w0000356owxAAA,Secondary school,Self employed,follow-up,4000,Average
1439,0035w0000356p0YAAQ,Secondary school,Self employed,Closed Lost,35000,Poor
1440,0035w0000356owqAAA,Undergraduate,Salaried,follow-up,83000,Average
1441,0035w0000356ovKAAQ,Postgraduate,Business,Closed Lost,75000,Best
1442,0035w0000356ovjAAA,Elementary school,Unemployed,Closed Lost,1000,Average
1443,0035w0000356oyVAAQ,Doctorate,Salaried,follow-up,65000,Average
1444,0035w0000356oxvAAA,Undergraduate,Salaried,Negotiation/Review,59000,Poor
1445,0035w0000356ox5AAA,Doctorate,Salaried,follow-up,88000,Best
1446,0035w0000356oxQAAQ,Undergraduate,Salaried,follow-up,83000,Poor
1447,0035w0000356otbAAA,Doctorate,Salaried,follow-up,43000,Poor
1448,0035w0000356oxJAAQ,Undergraduate,Salaried,Closed Lost,40000,Best
1449,0035w0000356p1CAAQ,Undergraduate,Salaried,Closed Lost,52000,Average
1450,0035w0000356oxEAAQ,Undergraduate,Salaried,Closed Lost,72000,Best
1451,0035w0000356ox3AAA,Postgraduate,Business,Prospecting,71000,Best
1452,0035w0000356oytAAA,Elementary school,Self employed,Negotiation/Review,60000,Average
1453,0035w0000356ou6AAA,Undergraduate,Salaried,Closed Lost,40000,Poor
1454,0035w0000356oyVAAQ,Doctorate,Salaried,follow-up,65000,Average
